,COUNT,Star,Year,University,POS
2197,1,2 Star,2020,Tulsa,SPECIAL
2198,8,3 Star,2020,Tulsa,DEFENSE
2199,10,3 Star,2020,Tulsa,OFFENSE
2200,2,3 Star,2020,Tulsa,SPECIAL
2201,1,2 Star,2021,Tulsa,DEFENSE
2202,1,2 Star,2021,Tulsa,OFFENSE
2203,4,3 Star,2021,Tulsa,DEFENSE
2204,10,3 Star,2021,Tulsa,OFFENSE
2205,1,2 Star,2022,Tulsa,DEFENSE
2206,2,2 Star,2022,Tulsa,OFFENSE
2207,3,3 Star,2022,Tulsa,DEFENSE
2208,6,3 Star,2022,Tulsa,OFFENSE
2209,1,2 Star,2019,UAB,DEFENSE
2210,6,2 Star,2019,UAB,OFFENSE
2211,1,2 Star,2019,UAB,SPECIAL
2212,13,3 Star,2019,UAB,DEFENSE
2213,7,3 Star,2019,UAB,OFFENSE
2214,3,2 Star,2020,UAB,DEFENSE
2215,8,3 Star,2020,UAB,DEFENSE
2216,9,3 Star,2020,UAB,OFFENSE
2217,1,3 Star,2020,UAB,SPECIAL
2218,2,2 Star,2021,UAB,OFFENSE
2219,9,3 Star,2021,UAB,DEFENSE
2220,10,3 Star,2021,UAB,OFFENSE
2221,1,2 Star,2022,UAB,DEFENSE
2222,1,2 Star,2022,UAB,OFFENSE
2223,6,3 Star,2022,UAB,DEFENSE
2224,10,3 Star,2022,UAB,OFFENSE
2225,1,3 Star,2022,UAB,SPECIAL
2226,2,2 Star,2019,UCF,SPECIAL
2227,19,3 Star,2019,UCF,DEFENSE
2228,9,3 Star,2019,UCF,OFFENSE
2229,3,3 Star,2019,UCF,SPECIAL
2230,11,3 Star,2020,UCF,DEFENSE
2231,10,3 Star,2020,UCF,OFFENSE
2232,2,4 Star,2020,UCF,DEFENSE
2233,14,3 Star,2021,UCF,DEFENSE
2234,14,3 Star,2021,UCF,OFFENSE
2235,1,4 Star,2021,UCF,DEFENSE
2236,1,4 Star,2021,UCF,OFFENSE
2237,1,4 Star,2021,UCF,SPECIAL
2238,1,2 Star,2022,UCF,DEFENSE
2239,8,3 Star,2022,UCF,DEFENSE
2240,7,3 Star,2022,UCF,OFFENSE
2241,2,3 Star,2022,UCF,SPECIAL
2242,3,4 Star,2022,UCF,DEFENSE
2243,4,4 Star,2022,UCF,OFFENSE
2244,4,2 Star,2019,UCLA,DEFENSE
2245,3,2 Star,2019,UCLA,OFFENSE
2246,2,2 Star,2019,UCLA,SPECIAL
2247,8,3 Star,2019,UCLA,DEFENSE
2248,13,3 Star,2019,UCLA,OFFENSE
2249,1,3 Star,2019,UCLA,SPECIAL
2250,3,4 Star,2019,UCLA,OFFENSE
2251,14,3 Star,2020,UCLA,DEFENSE
2252,8,3 Star,2020,UCLA,OFFENSE
2253,1,3 Star,2020,UCLA,SPECIAL
2254,2,4 Star,2020,UCLA,DEFENSE
2255,2,4 Star,2020,UCLA,OFFENSE
2256,9,3 Star,2021,UCLA,DEFENSE
2257,11,3 Star,2021,UCLA,OFFENSE
2258,1,3 Star,2021,UCLA,SPECIAL
2259,3,4 Star,2021,UCLA,DEFENSE
2260,1,4 Star,2021,UCLA,OFFENSE
2261,1,4 Star,2021,UCLA,SPECIAL
2262,6,3 Star,2022,UCLA,DEFENSE
2263,4,3 Star,2022,UCLA,OFFENSE
2264,5,4 Star,2022,UCLA,DEFENSE
2265,7,4 Star,2022,UCLA,OFFENSE
2266,1,4 Star,2022,UCLA,SPECIAL
2267,4,2 Star,2019,UNLV,DEFENSE
2268,4,2 Star,2019,UNLV,OFFENSE
2269,1,2 Star,2019,UNLV,SPECIAL
2270,9,3 Star,2019,UNLV,DEFENSE
2271,5,3 Star,2019,UNLV,OFFENSE
2272,1,2 Star,2020,UNLV,DEFENSE
2273,1,2 Star,2020,UNLV,OFFENSE
2274,3,2 Star,2020,UNLV,SPECIAL
2275,12,3 Star,2020,UNLV,DEFENSE
2276,11,3 Star,2020,UNLV,OFFENSE
2277,1,3 Star,2020,UNLV,SPECIAL
2278,1,4 Star,2020,UNLV,OFFENSE
2279,1,2 Star,2021,UNLV,OFFENSE
2280,11,3 Star,2021,UNLV,DEFENSE
2281,11,3 Star,2021,UNLV,OFFENSE
2282,1,3 Star,2021,UNLV,SPECIAL
2283,1,4 Star,2021,UNLV,DEFENSE
2284,1,4 Star,2021,UNLV,OFFENSE
2285,1,2 Star,2022,UNLV,DEFENSE
2286,6,3 Star,2022,UNLV,DEFENSE
2287,8,3 Star,2022,UNLV,OFFENSE
2288,1,3 Star,2022,UNLV,SPECIAL
2289,13,3 Star,2019,Southern California,DEFENSE
2290,8,3 Star,2019,Southern California,OFFENSE
2291,5,4 Star,2019,Southern California,DEFENSE
2292,4,4 Star,2019,Southern California,OFFENSE
2293,1,5 Star,2019,Southern California,OFFENSE
2294,4,3 Star,2020,Southern California,DEFENSE
2295,7,3 Star,2020,Southern California,OFFENSE
2296,1,3 Star,2020,Southern California,SPECIAL
2297,2,4 Star,2020,Southern California,OFFENSE
2298,4,3 Star,2021,Southern California,DEFENSE
2299,11,3 Star,2021,Southern California,OFFENSE
2300,6,4 Star,2021,Southern California,DEFENSE
2301,6,4 Star,2021,Southern California,OFFENSE
2302,3,4 Star,2021,Southern California,SPECIAL
2303,1,5 Star,2021,Southern California,DEFENSE
2304,6,3 Star,2022,Southern California,DEFENSE
2305,2,3 Star,2022,Southern California,OFFENSE
2306,1,3 Star,2022,Southern California,SPECIAL
2307,6,4 Star,2022,Southern California,DEFENSE
2308,6,4 Star,2022,Southern California,OFFENSE
2309,1,5 Star,2022,Southern California,DEFENSE
2310,1,5 Star,2022,Southern California,OFFENSE
2311,13,3 Star,2019,South Fla.,DEFENSE
2312,12,3 Star,2019,South Fla.,OFFENSE
2313,2,2 Star,2020,South Fla.,OFFENSE
2314,10,3 Star,2020,South Fla.,DEFENSE
2315,11,3 Star,2020,South Fla.,OFFENSE
2316,1,2 Star,2021,South Fla.,DEFENSE
2317,11,3 Star,2021,South Fla.,DEFENSE
2318,13,3 Star,2021,South Fla.,OFFENSE
2319,3,3 Star,2021,South Fla.,SPECIAL
2320,1,4 Star,2021,South Fla.,DEFENSE
2321,1,4 Star,2021,South Fla.,OFFENSE
2322,1,2 Star,2022,South Fla.,DEFENSE
2323,13,3 Star,2022,South Fla.,DEFENSE
2324,12,3 Star,2022,South Fla.,OFFENSE
2325,13,2 Star,2019,UTEP,DEFENSE
2326,11,2 Star,2019,UTEP,OFFENSE
2327,2,2 Star,2019,UTEP,SPECIAL
2328,5,3 Star,2019,UTEP,DEFENSE
2329,3,3 Star,2019,UTEP,OFFENSE
2330,1,3 Star,2019,UTEP,SPECIAL
2331,1,4 Star,2019,UTEP,DEFENSE
2332,13,2 Star,2020,UTEP,DEFENSE
2333,7,2 Star,2020,UTEP,OFFENSE
2334,2,2 Star,2020,UTEP,SPECIAL
2335,4,3 Star,2020,UTEP,DEFENSE
2336,3,3 Star,2020,UTEP,OFFENSE
2337,2,2 Star,2021,UTEP,DEFENSE
2338,2,2 Star,2021,UTEP,OFFENSE
2339,3,3 Star,2021,UTEP,DEFENSE
2340,2,3 Star,2021,UTEP,OFFENSE
2341,1,2 Star,2022,UTEP,DEFENSE
2342,1,2 Star,2022,UTEP,OFFENSE
2343,1,2 Star,2022,UTEP,SPECIAL
2344,1,3 Star,2022,UTEP,DEFENSE
2345,5,3 Star,2022,UTEP,OFFENSE
2346,3,2 Star,2019,UTSA,DEFENSE
2347,5,2 Star,2019,UTSA,OFFENSE
2348,1,2 Star,2019,UTSA,SPECIAL
2349,10,3 Star,2019,UTSA,DEFENSE
2350,10,3 Star,2019,UTSA,OFFENSE
2351,1,4 Star,2019,UTSA,OFFENSE
2352,1,2 Star,2020,UTSA,DEFENSE
2353,2,2 Star,2020,UTSA,SPECIAL
2354,6,3 Star,2020,UTSA,DEFENSE
2355,12,3 Star,2020,UTSA,OFFENSE
2356,1,4 Star,2020,UTSA,DEFENSE
2357,1,2 Star,2021,UTSA,OFFENSE
2358,17,3 Star,2021,UTSA,DEFENSE
2359,10,3 Star,2021,UTSA,OFFENSE
2360,9,3 Star,2022,UTSA,DEFENSE
2361,10,3 Star,2022,UTSA,OFFENSE
2362,1,3 Star,2022,UTSA,SPECIAL
2363,1,2 Star,2019,Utah,DEFENSE
2364,3,2 Star,2019,Utah,OFFENSE
2365,1,2 Star,2019,Utah,SPECIAL
2366,9,3 Star,2019,Utah,DEFENSE
2367,11,3 Star,2019,Utah,OFFENSE
2368,2,3 Star,2019,Utah,SPECIAL
2369,1,4 Star,2019,Utah,DEFENSE
2370,4,4 Star,2019,Utah,OFFENSE
2371,1,5 Star,2019,Utah,DEFENSE
2372,10,3 Star,2020,Utah,DEFENSE
2373,7,3 Star,2020,Utah,OFFENSE
2374,3,3 Star,2020,Utah,SPECIAL
2375,4,4 Star,2020,Utah,DEFENSE
2376,8,3 Star,2021,Utah,DEFENSE
2377,11,3 Star,2021,Utah,OFFENSE
2378,2,3 Star,2021,Utah,SPECIAL
2379,4,4 Star,2021,Utah,DEFENSE
2380,2,4 Star,2021,Utah,OFFENSE
2381,7,3 Star,2022,Utah,DEFENSE
2382,8,3 Star,2022,Utah,OFFENSE
2383,2,3 Star,2022,Utah,SPECIAL
2384,3,4 Star,2022,Utah,DEFENSE
2385,2,4 Star,2022,Utah,OFFENSE
2386,4,2 Star,2019,Utah St.,DEFENSE
2387,5,2 Star,2019,Utah St.,OFFENSE
2388,2,2 Star,2019,Utah St.,SPECIAL
2389,8,3 Star,2019,Utah St.,DEFENSE
2390,16,3 Star,2019,Utah St.,OFFENSE
2391,3,3 Star,2019,Utah St.,SPECIAL
2392,3,2 Star,2020,Utah St.,DEFENSE
2393,1,2 Star,2020,Utah St.,OFFENSE
2394,5,2 Star,2020,Utah St.,SPECIAL
2395,8,3 Star,2020,Utah St.,DEFENSE
2396,8,3 Star,2020,Utah St.,OFFENSE
2397,3,2 Star,2021,Utah St.,OFFENSE
2398,1,2 Star,2021,Utah St.,SPECIAL
2399,10,3 Star,2021,Utah St.,DEFENSE
2400,4,3 Star,2021,Utah St.,OFFENSE
2401,2,3 Star,2021,Utah St.,SPECIAL
2402,1,2 Star,2022,Utah St.,DEFENSE
2403,10,3 Star,2022,Utah St.,DEFENSE
2404,12,3 Star,2022,Utah St.,OFFENSE
2405,3,3 Star,2022,Utah St.,SPECIAL
2406,1,4 Star,2022,Utah St.,OFFENSE
2407,1,2 Star,2019,Vanderbilt,OFFENSE
2408,1,2 Star,2019,Vanderbilt,SPECIAL
2409,11,3 Star,2019,Vanderbilt,DEFENSE
2410,9,3 Star,2019,Vanderbilt,OFFENSE
2411,3,3 Star,2019,Vanderbilt,SPECIAL
2412,1,4 Star,2019,Vanderbilt,DEFENSE
2413,1,4 Star,2019,Vanderbilt,OFFENSE
2414,1,2 Star,2020,Vanderbilt,SPECIAL
2415,5,3 Star,2020,Vanderbilt,DEFENSE
2416,14,3 Star,2020,Vanderbilt,OFFENSE
2417,2,3 Star,2020,Vanderbilt,SPECIAL
2418,12,3 Star,2021,Vanderbilt,DEFENSE
2419,12,3 Star,2021,Vanderbilt,OFFENSE
2420,2,3 Star,2021,Vanderbilt,SPECIAL
2421,1,4 Star,2021,Vanderbilt,DEFENSE
2422,13,3 Star,2022,Vanderbilt,DEFENSE
2423,15,3 Star,2022,Vanderbilt,OFFENSE
2424,3,3 Star,2022,Vanderbilt,SPECIAL
2425,2,4 Star,2022,Vanderbilt,DEFENSE
2426,10,3 Star,2019,Virginia,DEFENSE
2427,13,3 Star,2019,Virginia,OFFENSE
2428,1,3 Star,2019,Virginia,SPECIAL
2429,1,4 Star,2019,Virginia,DEFENSE
2430,9,3 Star,2020,Virginia,DEFENSE
2431,8,3 Star,2020,Virginia,OFFENSE
2432,1,3 Star,2020,Virginia,SPECIAL
2433,1,4 Star,2020,Virginia,DEFENSE
2434,2,4 Star,2020,Virginia,OFFENSE
2435,1,2 Star,2021,Virginia,DEFENSE
2436,9,3 Star,2021,Virginia,DEFENSE
2437,13,3 Star,2021,Virginia,OFFENSE
2438,5,3 Star,2021,Virginia,SPECIAL
2439,2,4 Star,2021,Virginia,DEFENSE
2440,1,4 Star,2021,Virginia,OFFENSE
2441,7,3 Star,2022,Virginia,DEFENSE
2442,12,3 Star,2022,Virginia,OFFENSE
2443,1,3 Star,2022,Virginia,SPECIAL
2444,2,4 Star,2022,Virginia,DEFENSE
2445,2,4 Star,2022,Virginia,OFFENSE
2446,1,2 Star,2019,Virginia Tech,DEFENSE
2447,9,3 Star,2019,Virginia Tech,DEFENSE
2448,8,3 Star,2019,Virginia Tech,OFFENSE
2449,1,3 Star,2019,Virginia Tech,SPECIAL
2450,5,4 Star,2019,Virginia Tech,OFFENSE
2451,3,4 Star,2019,Virginia Tech,SPECIAL
2452,1,2 Star,2020,Virginia Tech,SPECIAL
2453,6,3 Star,2020,Virginia Tech,DEFENSE
2454,12,3 Star,2020,Virginia Tech,OFFENSE
2455,1,4 Star,2020,Virginia Tech,DEFENSE
2456,1,4 Star,2020,Virginia Tech,OFFENSE
2457,1,2 Star,2021,Virginia Tech,SPECIAL
2458,14,3 Star,2021,Virginia Tech,DEFENSE
2459,15,3 Star,2021,Virginia Tech,OFFENSE
2460,4,3 Star,2021,Virginia Tech,SPECIAL
2461,8,3 Star,2022,Virginia Tech,DEFENSE
2462,14,3 Star,2022,Virginia Tech,OFFENSE
2463,3,3 Star,2022,Virginia Tech,SPECIAL
2464,2,4 Star,2022,Virginia Tech,DEFENSE
2465,2,4 Star,2022,Virginia Tech,OFFENSE
2466,10,3 Star,2019,Wake Forest,DEFENSE
2467,6,3 Star,2019,Wake Forest,OFFENSE
2468,4,3 Star,2019,Wake Forest,SPECIAL
2469,2,4 Star,2019,Wake Forest,OFFENSE
2470,1,2 Star,2020,Wake Forest,DEFENSE
2471,1,2 Star,2020,Wake Forest,OFFENSE
2472,1,2 Star,2020,Wake Forest,SPECIAL
2473,7,3 Star,2020,Wake Forest,DEFENSE
2474,15,3 Star,2020,Wake Forest,OFFENSE
2475,1,2 Star,2021,Wake Forest,OFFENSE
2476,10,3 Star,2021,Wake Forest,DEFENSE
2477,13,3 Star,2021,Wake Forest,OFFENSE
2478,1,3 Star,2021,Wake Forest,SPECIAL
2479,1,2 Star,2022,Wake Forest,OFFENSE
2480,8,3 Star,2022,Wake Forest,DEFENSE
2481,5,3 Star,2022,Wake Forest,OFFENSE
2482,2,4 Star,2022,Wake Forest,OFFENSE
2483,1,2 Star,2019,Washington,DEFENSE
2484,8,3 Star,2019,Washington,DEFENSE
2485,2,3 Star,2019,Washington,OFFENSE
2486,1,3 Star,2019,Washington,SPECIAL
2487,8,4 Star,2019,Washington,DEFENSE
2488,6,4 Star,2019,Washington,OFFENSE
2489,1,4 Star,2019,Washington,SPECIAL
2490,2,2 Star,2020,Washington,DEFENSE
2491,2,2 Star,2020,Washington,OFFENSE
2492,1,2 Star,2020,Washington,SPECIAL
2493,7,3 Star,2020,Washington,DEFENSE
2494,6,3 Star,2020,Washington,OFFENSE
2495,4,3 Star,2020,Washington,SPECIAL
2496,1,4 Star,2020,Washington,DEFENSE
2497,7,4 Star,2020,Washington,OFFENSE
2498,1,4 Star,2020,Washington,SPECIAL
2499,1,5 Star,2020,Washington,DEFENSE
2500,9,3 Star,2021,Washington,DEFENSE
2501,5,3 Star,2021,Washington,OFFENSE
2502,1,3 Star,2021,Washington,SPECIAL
2503,3,4 Star,2021,Washington,OFFENSE
2504,2,4 Star,2021,Washington,SPECIAL
2505,1,5 Star,2021,Washington,OFFENSE
2506,7,3 Star,2022,Washington,DEFENSE
2507,6,3 Star,2022,Washington,OFFENSE
2508,1,4 Star,2022,Washington,DEFENSE
2509,2,4 Star,2022,Washington,OFFENSE
2510,3,2 Star,2019,Washington St.,DEFENSE
2511,2,2 Star,2019,Washington St.,OFFENSE
2512,1,2 Star,2019,Washington St.,SPECIAL
2513,16,3 Star,2019,Washington St.,DEFENSE
2514,8,3 Star,2019,Washington St.,OFFENSE
2515,2,3 Star,2019,Washington St.,SPECIAL
2516,1,2 Star,2020,Washington St.,OFFENSE
2517,14,3 Star,2020,Washington St.,DEFENSE
2518,10,3 Star,2020,Washington St.,OFFENSE
2519,2,3 Star,2020,Washington St.,SPECIAL
2520,1,4 Star,2020,Washington St.,DEFENSE
2521,14,3 Star,2021,Washington St.,DEFENSE
2522,11,3 Star,2021,Washington St.,OFFENSE
2523,1,3 Star,2021,Washington St.,SPECIAL
2524,13,3 Star,2022,Washington St.,DEFENSE
2525,11,3 Star,2022,Washington St.,OFFENSE
2526,1,4 Star,2022,Washington St.,OFFENSE
2527,1,2 Star,2019,West Virginia,OFFENSE
2528,2,2 Star,2019,West Virginia,SPECIAL
2529,11,3 Star,2019,West Virginia,DEFENSE
2530,12,3 Star,2019,West Virginia,OFFENSE
2531,3,3 Star,2019,West Virginia,SPECIAL
2532,2,4 Star,2019,West Virginia,DEFENSE
2533,1,4 Star,2019,West Virginia,OFFENSE
2534,1,2 Star,2020,West Virginia,SPECIAL
2535,12,3 Star,2020,West Virginia,DEFENSE
2536,14,3 Star,2020,West Virginia,OFFENSE
2537,1,3 Star,2020,West Virginia,SPECIAL
2538,1,4 Star,2020,West Virginia,DEFENSE
2539,9,3 Star,2021,West Virginia,DEFENSE
2540,7,3 Star,2021,West Virginia,OFFENSE
2541,4,4 Star,2021,West Virginia,OFFENSE
2542,11,3 Star,2022,West Virginia,DEFENSE
2543,11,3 Star,2022,West Virginia,OFFENSE
2544,1,3 Star,2022,West Virginia,SPECIAL
2545,1,4 Star,2022,West Virginia,DEFENSE
2546,2,4 Star,2022,West Virginia,OFFENSE
2547,1,2 Star,2019,Western Ky.,DEFENSE
2548,4,2 Star,2019,Western Ky.,OFFENSE
2549,2,2 Star,2019,Western Ky.,SPECIAL
2550,9,3 Star,2019,Western Ky.,DEFENSE
2551,9,3 Star,2019,Western Ky.,OFFENSE
2552,2,3 Star,2019,Western Ky.,SPECIAL
2553,1,4 Star,2019,Western Ky.,DEFENSE
2554,1,4 Star,2019,Western Ky.,OFFENSE
2555,3,2 Star,2020,Western Ky.,DEFENSE
2556,2,2 Star,2020,Western Ky.,OFFENSE
2557,11,3 Star,2020,Western Ky.,DEFENSE
2558,11,3 Star,2020,Western Ky.,OFFENSE
2559,2,3 Star,2020,Western Ky.,SPECIAL
2560,8,2 Star,2021,Western Ky.,OFFENSE
2561,7,3 Star,2021,Western Ky.,DEFENSE
2562,7,3 Star,2021,Western Ky.,OFFENSE
2563,1,4 Star,2021,Western Ky.,DEFENSE
2564,1,2 Star,2022,Western Ky.,OFFENSE
2565,10,3 Star,2022,Western Ky.,DEFENSE
2566,12,3 Star,2022,Western Ky.,OFFENSE
2567,2,3 Star,2022,Western Ky.,SPECIAL
2568,4,2 Star,2019,Western Mich.,DEFENSE
2569,4,2 Star,2019,Western Mich.,OFFENSE
2570,6,3 Star,2019,Western Mich.,DEFENSE
2571,11,3 Star,2019,Western Mich.,OFFENSE
2572,1,3 Star,2019,Western Mich.,SPECIAL
2573,1,2 Star,2020,Western Mich.,OFFENSE
2574,2,2 Star,2020,Western Mich.,SPECIAL
2575,9,3 Star,2020,Western Mich.,DEFENSE
2576,8,3 Star,2020,Western Mich.,OFFENSE
2577,3,3 Star,2020,Western Mich.,SPECIAL
2578,1,2 Star,2021,Western Mich.,DEFENSE
2579,5,3 Star,2021,Western Mich.,DEFENSE
2580,10,3 Star,2021,Western Mich.,OFFENSE
2581,4,3 Star,2021,Western Mich.,SPECIAL
2582,1,2 Star,2022,Western Mich.,DEFENSE
2583,2,2 Star,2022,Western Mich.,OFFENSE
2584,6,3 Star,2022,Western Mich.,DEFENSE
2585,5,3 Star,2022,Western Mich.,OFFENSE
2586,1,3 Star,2022,Western Mich.,SPECIAL
2587,1,2 Star,2019,Wisconsin,SPECIAL
2588,10,3 Star,2019,Wisconsin,DEFENSE
2589,5,3 Star,2019,Wisconsin,OFFENSE
2590,3,3 Star,2019,Wisconsin,SPECIAL
2591,2,4 Star,2019,Wisconsin,OFFENSE
2592,1,5 Star,2019,Wisconsin,OFFENSE
2593,1,2 Star,2020,Wisconsin,DEFENSE
2594,1,2 Star,2020,Wisconsin,OFFENSE
2595,8,3 Star,2020,Wisconsin,DEFENSE
2596,8,3 Star,2020,Wisconsin,OFFENSE
2597,2,4 Star,2020,Wisconsin,DEFENSE
2598,3,4 Star,2020,Wisconsin,OFFENSE
2599,9,3 Star,2021,Wisconsin,DEFENSE
2600,7,3 Star,2021,Wisconsin,OFFENSE
2601,1,3 Star,2021,Wisconsin,SPECIAL
2602,3,4 Star,2021,Wisconsin,DEFENSE
2603,2,4 Star,2021,Wisconsin,OFFENSE
2604,1,5 Star,2021,Wisconsin,OFFENSE
2605,1,2 Star,2022,Wisconsin,SPECIAL
2606,8,3 Star,2022,Wisconsin,DEFENSE
2607,7,3 Star,2022,Wisconsin,OFFENSE
2608,1,3 Star,2022,Wisconsin,SPECIAL
2609,2,4 Star,2022,Wisconsin,DEFENSE
2610,1,4 Star,2022,Wisconsin,OFFENSE
2611,8,2 Star,2019,Wyoming,DEFENSE
2612,5,2 Star,2019,Wyoming,OFFENSE
2613,1,2 Star,2019,Wyoming,SPECIAL
2614,5,3 Star,2019,Wyoming,DEFENSE
2615,6,3 Star,2019,Wyoming,OFFENSE
2616,3,3 Star,2019,Wyoming,SPECIAL
2617,2,2 Star,2020,Wyoming,DEFENSE
2618,2,2 Star,2020,Wyoming,OFFENSE
2619,1,2 Star,2020,Wyoming,SPECIAL
2620,6,3 Star,2020,Wyoming,DEFENSE
2621,11,3 Star,2020,Wyoming,OFFENSE
2622,1,3 Star,2020,Wyoming,SPECIAL
2623,1,2 Star,2021,Wyoming,DEFENSE
2624,8,3 Star,2021,Wyoming,DEFENSE
2625,6,3 Star,2021,Wyoming,OFFENSE
2626,4,3 Star,2021,Wyoming,SPECIAL
2627,1,2 Star,2022,Wyoming,DEFENSE
2628,3,2 Star,2022,Wyoming,OFFENSE
2629,9,3 Star,2022,Wyoming,DEFENSE
2630,4,3 Star,2022,Wyoming,OFFENSE
2631,1,4 Star,2022,Wyoming,OFFENSE
